name,designation,ra_deg,dec_deg,airmass_min,airmass_used,flux_W_m2,fwhm_nm,cont_over_line,json_file,skipped,exptime_s
2MASS 1705-05,2MASS J17054834-0516462,256.45141666666666,-5.2795,1.0598535094843917,1.7,1.4969248567600345e-21,0.0919938718027884,6.925298669313911,etc_jobs/t2000s/2MASS_1705_05.json,,2000.0
2MASS 2224-01,2MASS J22244381-0158521,336.1825416666667,-1.981138888888889,1.083538287153716,1.7,3.8832915700495496e-21,0.1083122858419183,1.347727087302415,etc_jobs/t2000s/2MASS_2224_01.json,,2000.0
2MASS 0004-40,2MASS J00043484-4044058,1.1451666666666664,-40.734944444444444,1.0408635825324206,1.7,1.2918140390030573e-21,0.1366828084429622,10.289481819586195,etc_jobs/t2000s/2MASS_0004_40.json,,2000.0
2MASS 0835-08,2MASS J08354256-0819237,128.92733333333334,-8.32325,1.0418979242392903,1.7,1.22236244927873e-21,0.0841554361439156,6.335221232913966,etc_jobs/t2000s/2MASS_0835_08.json,,2000.0
2MASS 1507-16,2MASS J15074769-1627386,226.94870833333334,-16.46072222222222,1.0102438670550233,1.7,2.4728626781870226e-21,0.1083122858419183,5.623275088399732,etc_jobs/t2000s/2MASS_1507_16.json,,2000.0
2MASS 0825+21,2MASS J08251968+2115521,126.332,21.26447222222222,1.4367409980966095,1.7,,0.0741899895966402,5.5850224168350735,,flux or FWHM not calculated,2000.0
2MASS 0255-47,2MASS J02550357-4700509,43.764874999999996,-47.01413888888889,1.0815118750826882,1.7,,0.2104220712910189,15.840573526787901,,flux or FWHM not calculated,2000.0
2MASS 0314+16,2MASS J03140344+1603056,48.51433333333333,16.051555555555556,1.3186030464411096,1.7,8.340651974086626e-19,0.0741899895966402,0.1446896999180071,etc_jobs/t4000s/2MASS_0314_16.json,,4000.0
2MASS 1159+00,2MASS J11593850+0057268,179.91041666666666,0.9574444444444444,1.1087091511605898,1.7,8.534930716135478e-20,0.222401099290047,1.0116226437797426,etc_jobs/t4000s/2MASS_1159_00.json,,4000.0
2MASS 1221+02,2MASS J12212770+0257198,185.36541666666668,2.9555000000000002,1.1282287944238027,1.7,2.9867577550334906e-19,0.0893523471055549,0.26852074611202287,etc_jobs/t4000s/2MASS_1221_02.json,,4000.0
2MASS 1731+27,2MASS J17312974+2721233,262.8739166666667,27.356472222222223,1.6236698261166822,1.7,9.709570065288217e-19,0.0650133820611274,0.16341260105381206,etc_jobs/t4000s/2MASS_1731_27.json,,4000.0
2MASS 1854+84,2MASS J18544597+8429470,283.69154166666664,84.49638888888889,inf,1.7,2.686581377268689e-19,0.0507308084804306,0.10818740120132624,,never rises at Paranal,4000.0
2MASS 2200-30,2MASS J22000201-3038327,330.008375,-30.642416666666666,1.0055367531098798,1.7,7.066429004252058e-20,0.0694829200654765,0.2938581023892737,etc_jobs/t4000s/2MASS_2200_30.json,,4000.0
2MASS 0746+20,2MASS J07464256+2000321,116.67733333333334,20.008916666666668,1.405312005994588,1.7,4.297342811536802e-19,0.1055452873685877,0.6733431553480748,etc_jobs/t4000s/2MASS_0746_20.json,,4000.0
2MASS 1412+16,2MASS J14122449+1633115,213.10204166666668,16.553194444444443,1.3286519529934302,1.7,3.7256323846660314e-20,0.0741899895966402,0.7703479195634585,etc_jobs/t4000s/2MASS_1412_16.json,,4000.0
2MASS 1441-09,2MASS J14413716-0945590,220.40483333333333,-9.766388888888889,1.03460481956745,1.7,3.4609872548535213e-20,0.0841554361439156,0.8281334944985578,etc_jobs/t4000s/2MASS_1441_09.json,,4000.0
2MASS 2351-25,2MASS J23515044-2537367,357.9601666666667,-25.62686111111111,1.0001522857281313,1.7,2.6254273189936945e-19,0.1338005659216715,0.7298917827959008,etc_jobs/t4000s/2MASS_2351_25.json,,4000.0
2MASS 0235-23,2MASS J02355993-2331205,38.99970833333334,-23.52236111111111,1.0001858799997922,1.7,5.286886658508803e-21,0.0608337534182444,4.579564957325438,etc_jobs/t4000s/2MASS_0235_23.json,,4000.0
2MASS 0602+39,2MASS J06023045+3910592,90.626875,39.18311111111111,2.265788271544701,1.7,4.583529174381869e-20,0.0536114082633329,1.6472925771688576,,never below airmass 2.0 from Paranal (min 2.27),4000.0
2MASS 1022+58,2MASS J10224821+5825453,155.70087500000002,58.429249999999996,8.271650605952457,1.7,1.0261243651933456e-19,0.0650133820611274,0.2948317711784139,,never below airmass 2.0 from Paranal (min 8.27),4000.0
2MASS 1045-01,2MASS J10452400-0149576,161.35,-1.8326666666666667,1.0847146133642103,1.7,8.45668200099351e-21,0.0468818165225451,3.5292631478171947,etc_jobs/t4000s/2MASS_1045_01.json,,4000.0
2MASS 1048+01,2MASS J10484281+0111580,162.17837500000002,1.1994444444444445,1.1109657007460436,1.7,5.665001119195337e-20,0.0694829200654765,0.9686433745424206,etc_jobs/t4000s/2MASS_1048_01.json,,4000.0
2MASS 1300+19,2MASS J13004255+1912354,195.17729166666666,19.209833333333332,1.3863566203521496,1.7,1.268235775555584e-20,0.0552507506290586,4.159276507355531,etc_jobs/t4000s/2MASS_1300_19.json,,4000.0
2MASS 1359-40,2MASS J13595510-4034582,209.97958333333332,-40.58283333333333,1.0400698491507747,1.7,5.3851772199752616e-21,0.052100923766401,3.9221575411346667,etc_jobs/t4000s/2MASS_1359_40.json,,4000.0
2MASS 1439+19,2MASS J14392836+1929149,219.86816666666667,19.487472222222223,1.3928536939659533,1.7,2.124222477388699e-19,0.0570078354667348,0.24664079620320667,etc_jobs/t4000s/2MASS_1439_19.json,,4000.0
2MASS 1555-09,2MASS J15551573-0956055,238.81554166666666,-9.934861111111111,1.0338027019874534,1.7,1.808006552110004e-19,0.0570078354667348,0.35033060032128943,etc_jobs/t4000s/2MASS_1555_09.json,,4000.0
2MASS 1145+23,2MASS J11455714+2317297,176.48808333333335,23.291583333333335,1.492123235886459,1.7,1.671860357204467e-20,0.0628836222380147,0.25657881203673427,etc_jobs/t4000s/2MASS_1145_23.json,,4000.0
2MASS 1334+19,2MASS J13340623+1940351,203.52595833333334,19.676416666666668,1.3973289801358737,1.7,8.534930716135444e-22,0.1027951828519475,7.7384213650946085,etc_jobs/t4000s/2MASS_1334_19.json,,4000.0
2MASS 1645-13,2MASS J16452211-1319516,251.342125,-13.331,1.01975433863659,1.7,1.0214097519898493e-19,0.0536114082633329,0.534551895902477,etc_jobs/t4000s/2MASS_1645_13.json,,4000.0
2MASS 1807+50,2MASS J18071593+5015316,271.81637500000005,50.25877777777778,3.8351770579075346,1.7,1.6489215731508328e-19,0.2374150880818179,0.9431455319682982,,never below airmass 2.0 from Paranal (min 3.84),4000.0
2MASS 2057-02,2MASS J20575409-0252302,314.475375,-2.8750555555555555,1.0766615579483736,1.7,3.028307694265776e-19,0.1954971124398819,0.3611539294349524,etc_jobs/t4000s/2MASS_2057_02.json,,4000.0
2MASS 0828-13,2MASS J08283419-1309198,127.14245833333334,-13.1555,1.020383431718132,1.7,8.264184417157961e-21,0.1110949159652065,8.363225273860746,etc_jobs/t4000s/2MASS_0828_13.json,,4000.0
2MASS 0921-21,2MASS J09211410-2104446,140.30875,-21.079055555555556,1.0019203162839205,1.7,1.365211695066444e-20,0.0650133820611274,3.0588796259760445,etc_jobs/t4000s/2MASS_0921_21.json,,4000.0
2MASS 1155-37,2MASS J11553952-3727350,178.91466666666668,-37.459722222222226,1.0256171822982143,1.7,3.830010812264476e-20,0.0816055356447714,1.2286529446676782,etc_jobs/t4000s/2MASS_1155_37.json,,4000.0
2MASS 1305-25,2MASS J13054019-2541059,196.41745833333334,-25.68497222222222,1.0001705041573565,1.7,4.103930524610162e-20,0.2374150880818179,2.042583752091343,etc_jobs/t4000s/2MASS_1305_25.json,,4000.0
2MASS 0523-14,2MASS J05233822-1403022,80.90925,-14.050611111111111,1.0172825413787634,1.7,8.379150674384088e-21,0.0790921928738777,3.502388399732655,etc_jobs/t4000s/2MASS_0523_14.json,,4000.0
2MASS 1029+16,2MASS J10292165+1626526,157.34020833333332,16.447944444444445,1.326522451122927,1.7,1.5819763986011592e-20,0.1000633652234628,0.7686500136757428,etc_jobs/t4000s/2MASS_1029_16.json,,4000.0
2MASS 1047-18,2MASS J10473109-1815574,161.87954166666665,-18.265944444444443,1.0061946818268046,1.7,1.089431679659134e-20,0.0650133820611274,0.8438288623382192,etc_jobs/t4000s/2MASS_1047_18.json,,4000.0
2MASS 0913+18,2MASS J09130320+1841501,138.26333333333335,18.69725,1.3746036542981594,1.7,2.7239554471208604e-22,0.1138920319985661,8.573792168852057,etc_jobs/t4000s/2MASS_0913_18.json,,4000.0
2MASS 1203+00,2MASS J12035812+0015500,180.9921666666667,0.2638888888888889,1.102400973078699,1.7,9.754387404403003e-21,0.1280615110267772,1.647943683777058,etc_jobs/t4000s/2MASS_1203_00.json,,4000.0
2MASS 1506+13,2MASS J15065441+1321060,226.72670833333333,13.351666666666667,1.2686492510837697,1.7,1.0356189770449863e-20,0.0766190055388251,1.6718489092645665,etc_jobs/t4000s/2MASS_1506_13.json,,4000.0
2MASS 1615+35,2MASS J16154416+3559005,243.93399999999997,35.983472222222225,2.037720199808185,1.7,7.712585649892137e-21,0.0608337534182444,0.6106086609767251,,never below airmass 2.0 from Paranal (min 2.04),4000.0
2MASS 2104-10,2MASS J21041491-1037369,316.062125,-10.626916666666666,1.0306140030855129,1.7,1.503834347961358e-20,0.0946609131357573,0.931512881158145,etc_jobs/t4000s/2MASS_2104_10.json,,4000.0
2MASS 0036+18,2MASS J00361617+1821104,9.067375,18.35288888888889,1.366880141443709,1.7,2.5304630494613964e-20,0.1453743417358464,2.008033109334774,etc_jobs/t4000s/2MASS_0036_18.json,,4000.0
2MASS 0700+31,2MASS J07003664+3157266,105.15266666666666,31.95738888888889,1.8158437156496086,1.7,2.7745975598804044e-20,0.1338005659216715,1.1317423148970147,etc_jobs/t4000s/2MASS_0700_31.json,,4000.0
2MASS 1705-05,2MASS J17054834-0516462,256.45141666666666,-5.2795,1.0598535094843917,1.7,1.4969248567600345e-21,0.0919938718027884,6.925298669313911,etc_jobs/t4000s/2MASS_1705_05.json,,4000.0
2MASS 2224-01,2MASS J22244381-0158521,336.1825416666667,-1.981138888888889,1.083538287153716,1.7,3.8832915700495496e-21,0.1083122858419183,1.347727087302415,etc_jobs/t4000s/2MASS_2224_01.json,,4000.0
2MASS 0004-40,2MASS J00043484-4044058,1.1451666666666664,-40.734944444444444,1.0408635825324206,1.7,1.2918140390030573e-21,0.1366828084429622,10.289481819586195,etc_jobs/t4000s/2MASS_0004_40.json,,4000.0
2MASS 0835-08,2MASS J08354256-0819237,128.92733333333334,-8.32325,1.0418979242392903,1.7,1.22236244927873e-21,0.0841554361439156,6.335221232913966,etc_jobs/t4000s/2MASS_0835_08.json,,4000.0
2MASS 1507-16,2MASS J15074769-1627386,226.94870833333334,-16.46072222222222,1.0102438670550233,1.7,2.4728626781870226e-21,0.1083122858419183,5.623275088399732,etc_jobs/t4000s/2MASS_1507_16.json,,4000.0
2MASS 0825+21,2MASS J08251968+2115521,126.332,21.26447222222222,1.4367409980966095,1.7,,0.0741899895966402,5.5850224168350735,,flux or FWHM not calculated,4000.0
2MASS 0255-47,2MASS J02550357-4700509,43.764874999999996,-47.01413888888889,1.0815118750826882,1.7,,0.2104220712910189,15.840573526787901,,flux or FWHM not calculated,4000.0
2MASS 0314+16,2MASS J03140344+1603056,48.51433333333333,16.051555555555556,1.3186030464411096,1.7,8.340651974086626e-19,0.0741899895966402,0.1446896999180071,etc_jobs/t8000s/2MASS_0314_16.json,,8000.0
2MASS 1159+00,2MASS J11593850+0057268,179.91041666666666,0.9574444444444444,1.1087091511605898,1.7,8.534930716135478e-20,0.222401099290047,1.0116226437797426,etc_jobs/t8000s/2MASS_1159_00.json,,8000.0
2MASS 1221+02,2MASS J12212770+0257198,185.36541666666668,2.9555000000000002,1.1282287944238027,1.7,2.9867577550334906e-19,0.0893523471055549,0.26852074611202287,etc_jobs/t8000s/2MASS_1221_02.json,,8000.0
2MASS 1731+27,2MASS J17312974+2721233,262.8739166666667,27.356472222222223,1.6236698261166822,1.7,9.709570065288217e-19,0.0650133820611274,0.16341260105381206,etc_jobs/t8000s/2MASS_1731_27.json,,8000.0
2MASS 1854+84,2MASS J18544597+8429470,283.69154166666664,84.49638888888889,inf,1.7,2.686581377268689e-19,0.0507308084804306,0.10818740120132624,,never rises at Paranal,8000.0
2MASS 2200-30,2MASS J22000201-3038327,330.008375,-30.642416666666666,1.0055367531098798,1.7,7.066429004252058e-20,0.0694829200654765,0.2938581023892737,etc_jobs/t8000s/2MASS_2200_30.json,,8000.0
2MASS 0746+20,2MASS J07464256+2000321,116.67733333333334,20.008916666666668,1.405312005994588,1.7,4.297342811536802e-19,0.1055452873685877,0.6733431553480748,etc_jobs/t8000s/2MASS_0746_20.json,,8000.0
2MASS 1412+16,2MASS J14122449+1633115,213.10204166666668,16.553194444444443,1.3286519529934302,1.7,3.7256323846660314e-20,0.0741899895966402,0.7703479195634585,etc_jobs/t8000s/2MASS_1412_16.json,,8000.0
2MASS 1441-09,2MASS J14413716-0945590,220.40483333333333,-9.766388888888889,1.03460481956745,1.7,3.4609872548535213e-20,0.0841554361439156,0.8281334944985578,etc_jobs/t8000s/2MASS_1441_09.json,,8000.0
2MASS 2351-25,2MASS J23515044-2537367,357.9601666666667,-25.62686111111111,1.0001522857281313,1.7,2.6254273189936945e-19,0.1338005659216715,0.7298917827959008,etc_jobs/t8000s/2MASS_2351_25.json,,8000.0
2MASS 0235-23,2MASS J02355993-2331205,38.99970833333334,-23.52236111111111,1.0001858799997922,1.7,5.286886658508803e-21,0.0608337534182444,4.579564957325438,etc_jobs/t8000s/2MASS_0235_23.json,,8000.0
2MASS 0602+39,2MASS J06023045+3910592,90.626875,39.18311111111111,2.265788271544701,1.7,4.583529174381869e-20,0.0536114082633329,1.6472925771688576,,never below airmass 2.0 from Paranal (min 2.27),8000.0
2MASS 1022+58,2MASS J10224821+5825453,155.70087500000002,58.429249999999996,8.271650605952457,1.7,1.0261243651933456e-19,0.0650133820611274,0.2948317711784139,,never below airmass 2.0 from Paranal (min 8.27),8000.0
2MASS 1045-01,2MASS J10452400-0149576,161.35,-1.8326666666666667,1.0847146133642103,1.7,8.45668200099351e-21,0.0468818165225451,3.5292631478171947,etc_jobs/t8000s/2MASS_1045_01.json,,8000.0
2MASS 1048+01,2MASS J10484281+0111580,162.17837500000002,1.1994444444444445,1.1109657007460436,1.7,5.665001119195337e-20,0.0694829200654765,0.9686433745424206,etc_jobs/t8000s/2MASS_1048_01.json,,8000.0
2MASS 1300+19,2MASS J13004255+1912354,195.17729166666666,19.209833333333332,1.3863566203521496,1.7,1.268235775555584e-20,0.0552507506290586,4.159276507355531,etc_jobs/t8000s/2MASS_1300_19.json,,8000.0
2MASS 1359-40,2MASS J13595510-4034582,209.97958333333332,-40.58283333333333,1.0400698491507747,1.7,5.3851772199752616e-21,0.052100923766401,3.9221575411346667,etc_jobs/t8000s/2MASS_1359_40.json,,8000.0
2MASS 1439+19,2MASS J14392836+1929149,219.86816666666667,19.487472222222223,1.3928536939659533,1.7,2.124222477388699e-19,0.0570078354667348,0.24664079620320667,etc_jobs/t8000s/2MASS_1439_19.json,,8000.0
2MASS 1555-09,2MASS J15551573-0956055,238.81554166666666,-9.934861111111111,1.0338027019874534,1.7,1.808006552110004e-19,0.0570078354667348,0.35033060032128943,etc_jobs/t8000s/2MASS_1555_09.json,,8000.0
2MASS 1145+23,2MASS J11455714+2317297,176.48808333333335,23.291583333333335,1.492123235886459,1.7,1.671860357204467e-20,0.0628836222380147,0.25657881203673427,etc_jobs/t8000s/2MASS_1145_23.json,,8000.0
2MASS 1334+19,2MASS J13340623+1940351,203.52595833333334,19.676416666666668,1.3973289801358737,1.7,8.534930716135444e-22,0.1027951828519475,7.7384213650946085,etc_jobs/t8000s/2MASS_1334_19.json,,8000.0
2MASS 1645-13,2MASS J16452211-1319516,251.342125,-13.331,1.01975433863659,1.7,1.0214097519898493e-19,0.0536114082633329,0.534551895902477,etc_jobs/t8000s/2MASS_1645_13.json,,8000.0
2MASS 1807+50,2MASS J18071593+5015316,271.81637500000005,50.25877777777778,3.8351770579075346,1.7,1.6489215731508328e-19,0.2374150880818179,0.9431455319682982,,never below airmass 2.0 from Paranal (min 3.84),8000.0
2MASS 2057-02,2MASS J20575409-0252302,314.475375,-2.8750555555555555,1.0766615579483736,1.7,3.028307694265776e-19,0.1954971124398819,0.3611539294349524,etc_jobs/t8000s/2MASS_2057_02.json,,8000.0
2MASS 0828-13,2MASS J08283419-1309198,127.14245833333334,-13.1555,1.020383431718132,1.7,8.264184417157961e-21,0.1110949159652065,8.363225273860746,etc_jobs/t8000s/2MASS_0828_13.json,,8000.0
2MASS 0921-21,2MASS J09211410-2104446,140.30875,-21.079055555555556,1.0019203162839205,1.7,1.365211695066444e-20,0.0650133820611274,3.0588796259760445,etc_jobs/t8000s/2MASS_0921_21.json,,8000.0
2MASS 1155-37,2MASS J11553952-3727350,178.91466666666668,-37.459722222222226,1.0256171822982143,1.7,3.830010812264476e-20,0.0816055356447714,1.2286529446676782,etc_jobs/t8000s/2MASS_1155_37.json,,8000.0
2MASS 1305-25,2MASS J13054019-2541059,196.41745833333334,-25.68497222222222,1.0001705041573565,1.7,4.103930524610162e-20,0.2374150880818179,2.042583752091343,etc_jobs/t8000s/2MASS_1305_25.json,,8000.0
2MASS 0523-14,2MASS J05233822-1403022,80.90925,-14.050611111111111,1.0172825413787634,1.7,8.379150674384088e-21,0.0790921928738777,3.502388399732655,etc_jobs/t8000s/2MASS_0523_14.json,,8000.0
2MASS 1029+16,2MASS J10292165+1626526,157.34020833333332,16.447944444444445,1.326522451122927,1.7,1.5819763986011592e-20,0.1000633652234628,0.7686500136757428,etc_jobs/t8000s/2MASS_1029_16.json,,8000.0
2MASS 1047-18,2MASS J10473109-1815574,161.87954166666665,-18.265944444444443,1.0061946818268046,1.7,1.089431679659134e-20,0.0650133820611274,0.8438288623382192,etc_jobs/t8000s/2MASS_1047_18.json,,8000.0
2MASS 0913+18,2MASS J09130320+1841501,138.26333333333335,18.69725,1.3746036542981594,1.7,2.7239554471208604e-22,0.1138920319985661,8.573792168852057,etc_jobs/t8000s/2MASS_0913_18.json,,8000.0
2MASS 1203+00,2MASS J12035812+0015500,180.9921666666667,0.2638888888888889,1.102400973078699,1.7,9.754387404403003e-21,0.1280615110267772,1.647943683777058,etc_jobs/t8000s/2MASS_1203_00.json,,8000.0
2MASS 1506+13,2MASS J15065441+1321060,226.72670833333333,13.351666666666667,1.2686492510837697,1.7,1.0356189770449863e-20,0.0766190055388251,1.6718489092645665,etc_jobs/t8000s/2MASS_1506_13.json,,8000.0
2MASS 1615+35,2MASS J16154416+3559005,243.93399999999997,35.983472222222225,2.037720199808185,1.7,7.712585649892137e-21,0.0608337534182444,0.6106086609767251,,never below airmass 2.0 from Paranal (min 2.04),8000.0
2MASS 2104-10,2MASS J21041491-1037369,316.062125,-10.626916666666666,1.0306140030855129,1.7,1.503834347961358e-20,0.0946609131357573,0.931512881158145,etc_jobs/t8000s/2MASS_2104_10.json,,8000.0
2MASS 0036+18,2MASS J00361617+1821104,9.067375,18.35288888888889,1.366880141443709,1.7,2.5304630494613964e-20,0.1453743417358464,2.008033109334774,etc_jobs/t8000s/2MASS_0036_18.json,,8000.0
2MASS 0700+31,2MASS J07003664+3157266,105.15266666666666,31.95738888888889,1.8158437156496086,1.7,2.7745975598804044e-20,0.1338005659216715,1.1317423148970147,etc_jobs/t8000s/2MASS_0700_31.json,,8000.0
2MASS 1705-05,2MASS J17054834-0516462,256.45141666666666,-5.2795,1.0598535094843917,1.7,1.4969248567600345e-21,0.0919938718027884,6.925298669313911,etc_jobs/t8000s/2MASS_1705_05.json,,8000.0
2MASS 2224-01,2MASS J22244381-0158521,336.1825416666667,-1.981138888888889,1.083538287153716,1.7,3.8832915700495496e-21,0.1083122858419183,1.347727087302415,etc_jobs/t8000s/2MASS_2224_01.json,,8000.0
2MASS 0004-40,2MASS J00043484-4044058,1.1451666666666664,-40.734944444444444,1.0408635825324206,1.7,1.2918140390030573e-21,0.1366828084429622,10.289481819586195,etc_jobs/t8000s/2MASS_0004_40.json,,8000.0
2MASS 0835-08,2MASS J08354256-0819237,128.92733333333334,-8.32325,1.0418979242392903,1.7,1.22236244927873e-21,0.0841554361439156,6.335221232913966,etc_jobs/t8000s/2MASS_0835_08.json,,8000.0
2MASS 1507-16,2MASS J15074769-1627386,226.94870833333334,-16.46072222222222,1.0102438670550233,1.7,2.4728626781870226e-21,0.1083122858419183,5.623275088399732,etc_jobs/t8000s/2MASS_1507_16.json,,8000.0
2MASS 0825+21,2MASS J08251968+2115521,126.332,21.26447222222222,1.4367409980966095,1.7,,0.0741899895966402,5.5850224168350735,,flux or FWHM not calculated,8000.0
2MASS 0255-47,2MASS J02550357-4700509,43.764874999999996,-47.01413888888889,1.0815118750826882,1.7,,0.2104220712910189,15.840573526787901,,flux or FWHM not calculated,8000.0
